Left Bin Edge, Probability density
-15.600000, 0.000000
-15.400000, 0.000000
-15.200000, 0.001746
-15.000000, 0.004148
-14.800000, 0.004288
-14.600000, 0.004236
-14.400000, 0.004753
-14.200000, 0.004868
-14.000000, 0.004636
-13.800000, 0.004337
-13.600000, 0.004316
-13.400000, 0.004306
-13.200000, 0.004215
-13.000000, 0.004266
-12.800000, 0.004355
-12.600000, 0.004331
-12.400000, 0.004258
-12.200000, 0.004446
-12.000000, 0.004346
-11.800000, 0.004506
-11.600000, 0.004421
-11.400000, 0.004383
-11.200000, 0.004426
-11.000000, 0.004578
-10.800000, 0.004481
-10.600000, 0.004485
-10.400000, 0.004486
-10.200000, 0.004481
-10.000000, 0.004570
-9.800000, 0.004395
-9.600000, 0.004723
-9.400000, 0.004591
-9.200000, 0.004733
-9.000000, 0.004437
-8.800000, 0.004610
-8.600000, 0.004600
-8.400000, 0.004572
-8.200000, 0.004618
-8.000000, 0.004706
-7.800000, 0.004617
-7.600000, 0.004676
-7.400000, 0.004655
-7.200000, 0.004631
-7.000000, 0.004732
-6.800000, 0.004765
-6.600000, 0.004755
-6.400000, 0.004702
-6.200000, 0.004890
-6.000000, 0.004806
-5.800000, 0.004842
-5.600000, 0.004782
-5.400000, 0.004790
-5.200000, 0.004790
-5.000000, 0.004777
-4.800000, 0.004742
-4.600000, 0.004798
-4.400000, 0.004861
-4.200000, 0.004882
-4.000000, 0.004766
-3.800000, 0.004736
-3.600000, 0.004817
-3.400000, 0.004781
-3.200000, 0.004696
-3.000000, 0.004718
-2.800000, 0.004856
-2.600000, 0.004665
-2.400000, 0.004685
-2.200000, 0.004655
-2.000000, 0.004773
-1.800000, 0.004765
-1.600000, 0.004696
-1.400000, 0.004600
-1.200000, 0.004686
-1.000000, 0.004788
-0.800000, 0.004612
-0.600000, 0.004596
-0.400000, 0.004597
-0.200000, 0.004580
0.000000, 0.004557
0.200000, 0.004578
0.400000, 0.004448
0.600000, 0.004648
0.800000, 0.004567
1.000000, 0.004688
1.200000, 0.004612
1.400000, 0.004742
1.600000, 0.004645
1.800000, 0.004697
2.000000, 0.004801
2.200000, 0.004928
2.400000, 0.004760
2.600000, 0.004901
2.800000, 0.004923
3.000000, 0.004827
3.200000, 0.004827
3.400000, 0.004788
3.600000, 0.004797
3.800000, 0.004850
4.000000, 0.004658
4.200000, 0.004766
4.400000, 0.004940
4.600000, 0.004778
4.800000, 0.004796
5.000000, 0.004781
5.200000, 0.004706
5.400000, 0.004793
5.600000, 0.004740
5.800000, 0.004761
6.000000, 0.004788
6.200000, 0.004760
6.400000, 0.004760
6.600000, 0.004780
6.800000, 0.004782
7.000000, 0.004681
7.200000, 0.004800
7.400000, 0.004761
7.600000, 0.004576
7.800000, 0.004616
8.000000, 0.004707
8.200000, 0.004630
8.400000, 0.004625
8.600000, 0.004631
8.800000, 0.004506
9.000000, 0.004585
9.200000, 0.004656
9.400000, 0.004490
9.600000, 0.004583
9.800000, 0.004520
10.000000, 0.004478
10.200000, 0.004455
10.400000, 0.004501
10.600000, 0.004500
10.800000, 0.004443
11.000000, 0.004456
11.200000, 0.004572
11.400000, 0.004421
11.600000, 0.004305
11.800000, 0.004441
12.000000, 0.004376
12.200000, 0.004265
12.400000, 0.004263
12.600000, 0.004257
12.800000, 0.004351
13.000000, 0.004245
13.200000, 0.004272
13.400000, 0.004226
13.600000, 0.004276
13.800000, 0.004515
14.000000, 0.004883
14.200000, 0.004611
14.400000, 0.004336
14.600000, 0.004307
14.800000, 0.004021
15.000000, 0.001736
15.200000, 0.000000
15.400000, 0.000000
