Left Bin Edge, Probability density
-15.600000, 0.000000
-15.400000, 0.000000
-15.200000, 0.001706
-15.000000, 0.003992
-14.800000, 0.004103
-14.600000, 0.004520
-14.400000, 0.004703
-14.200000, 0.005017
-14.000000, 0.004526
-13.800000, 0.004346
-13.600000, 0.004175
-13.400000, 0.004347
-13.200000, 0.004291
-13.000000, 0.004322
-12.800000, 0.004406
-12.600000, 0.004300
-12.400000, 0.004321
-12.200000, 0.004447
-12.000000, 0.004536
-11.800000, 0.004382
-11.600000, 0.004436
-11.400000, 0.004416
-11.200000, 0.004622
-11.000000, 0.004455
-10.800000, 0.004418
-10.600000, 0.004481
-10.400000, 0.004452
-10.200000, 0.004408
-10.000000, 0.004488
-9.800000, 0.004515
-9.600000, 0.004582
-9.400000, 0.004423
-9.200000, 0.004558
-9.000000, 0.004708
-8.800000, 0.004633
-8.600000, 0.004518
-8.400000, 0.004661
-8.200000, 0.004753
-8.000000, 0.004743
-7.800000, 0.004635
-7.600000, 0.004652
-7.400000, 0.004691
-7.200000, 0.004705
-7.000000, 0.004782
-6.800000, 0.004655
-6.600000, 0.004786
-6.400000, 0.004782
-6.200000, 0.004813
-6.000000, 0.004776
-5.800000, 0.004790
-5.600000, 0.004821
-5.400000, 0.004872
-5.200000, 0.004877
-5.000000, 0.004646
-4.800000, 0.004825
-4.600000, 0.004836
-4.400000, 0.004847
-4.200000, 0.004771
-4.000000, 0.004795
-3.800000, 0.004772
-3.600000, 0.004915
-3.400000, 0.004750
-3.200000, 0.004727
-3.000000, 0.004908
-2.800000, 0.004696
-2.600000, 0.004772
-2.400000, 0.004668
-2.200000, 0.004710
-2.000000, 0.004703
-1.800000, 0.004661
-1.600000, 0.004551
-1.400000, 0.004513
-1.200000, 0.004745
-1.000000, 0.004655
-0.800000, 0.004526
-0.600000, 0.004687
-0.400000, 0.004627
-0.200000, 0.004691
0.000000, 0.004621
0.200000, 0.004525
0.400000, 0.004635
0.600000, 0.004481
0.800000, 0.004607
1.000000, 0.004693
1.200000, 0.004678
1.400000, 0.004811
1.600000, 0.004612
1.800000, 0.004678
2.000000, 0.004717
2.200000, 0.004763
2.400000, 0.004741
2.600000, 0.004715
2.800000, 0.004785
3.000000, 0.004806
3.200000, 0.004756
3.400000, 0.004703
3.600000, 0.004863
3.800000, 0.004742
4.000000, 0.004637
4.200000, 0.004876
4.400000, 0.004801
4.600000, 0.004775
4.800000, 0.004821
5.000000, 0.004692
5.200000, 0.004746
5.400000, 0.004796
5.600000, 0.004690
5.800000, 0.004768
6.000000, 0.004747
6.200000, 0.004838
6.400000, 0.004693
6.600000, 0.004797
6.800000, 0.004665
7.000000, 0.004796
7.200000, 0.004675
7.400000, 0.004713
7.600000, 0.004598
7.800000, 0.004673
8.000000, 0.004637
8.200000, 0.004787
8.400000, 0.004707
8.600000, 0.004637
8.800000, 0.004632
9.000000, 0.004652
9.200000, 0.004616
9.400000, 0.004600
9.600000, 0.004452
9.800000, 0.004523
10.000000, 0.004662
10.200000, 0.004506
10.400000, 0.004418
10.600000, 0.004422
10.800000, 0.004320
11.000000, 0.004638
11.200000, 0.004478
11.400000, 0.004440
11.600000, 0.004443
11.800000, 0.004542
12.000000, 0.004275
12.200000, 0.004403
12.400000, 0.004311
12.600000, 0.004458
12.800000, 0.004343
13.000000, 0.004183
13.200000, 0.004327
13.400000, 0.004216
13.600000, 0.004475
13.800000, 0.004556
14.000000, 0.004868
14.200000, 0.004745
14.400000, 0.004398
14.600000, 0.004253
14.800000, 0.003900
15.000000, 0.001720
15.200000, 0.000000
15.400000, 0.000000
