Run Index, Segregation Time steps (f045_s040_t00)
1, 384000
2, 180000
3, 832000
4, 338000
5, 521000
6, 378000
7, 418000
8, 298000
9, 335000
10, 198000
11, 219000
12, 412000
13, 389000
14, 290000
15, 351000
16, 234000
17, 428000
18, 331000
19, 324000
20, 427000
21, 497000
22, 480000
23, 386000
24, 693000
25, 355000
26, 260000
27, 326000
28, 488000
29, 415000
30, 347000
31, 343000
32, 188000
33, 356000
34, 212000
35, 277000
36, 479000
37, 656000
38, 501000
39, 543000
40, 381000
41, 359000
42, 287000
43, 255000
44, 328000
45, 411000
46, 253000
47, 818000
48, 212000
49, 459000
50, 286000
