Run Index, Segregation Time steps (f045_s040_t00)
1, 7410000
2, 608000
3, 532000
4, 968000
5, 1604000
6, 595000
7, 586000
8, 348000
9, 427000
10, 5385000
11, 264000
12, 587000
13, 484000
14, 725000
15, 804000
16, 447000
17, 436000
18, 11617000
19, 435000
20, 10266000
21, 808000
22, 384000
23, 700000
24, 579000
25, 400000
26, 367000
27, 642000
28, 4165000
29, 26079000
30, 290000
31, 1827000
32, 730000
33, 316000
34, 8087000
35, 228000
36, 794000
37, 383000
38, 692000
39, 3897000
40, 578000
41, 276000
42, 412000
43, 335000
44, 744000
45, 2395000
46, 851000
47, 547000
48, 436000
49, 359000
50, 403000
