Run Index, Segregation Time steps (f045_s040_t00)
1, 1998000
2, 667000
3, 1253000
4, 701000
5, 2793000
6, 613000
7, 962000
8, 2565000
9, 1452000
10, 914000
11, 931000
12, 1364000
13, 2223000
14, 2673000
15, 544000
16, 1410000
17, 569000
18, 2050000
19, 1182000
20, 1752000
21, 469000
22, 726000
23, 522000
24, 1859000
25, 1136000
26, 2308000
27, 928000
28, 1881000
29, 1073000
30, 959000
31, 1734000
32, 645000
33, 1091000
34, 1736000
35, 1183000
36, 1084000
37, 1901000
38, 1235000
39, 1743000
40, 1224000
41, 906000
42, 1171000
43, 966000
44, 592000
45, 843000
46, 1244000
47, 1609000
48, 810000
49, 595000
50, 1306000
