Run Index, Segregation Time steps (f045_s040_t00)
1, 341000
2, 457000
3, 422000
4, 651000
5, 882000
6, 439000
7, 303000
8, 840000
9, 299000
10, 378000
11, 299000
12, 463000
13, 496000
14, 402000
15, 494000
16, 423000
17, 1047000
18, 648000
19, 156000
20, 864000
21, 149000
22, 266000
23, 450000
24, 448000
25, 536000
26, 186000
27, 184000
28, 638000
29, 229000
30, 371000
31, 205000
32, 260000
33, 187000
34, 402000
35, 289000
36, 538000
37, 694000
38, 269000
39, 233000
40, 878000
41, 299000
42, 215000
43, 298000
44, 253000
45, 234000
46, 1035000
47, 358000
48, 993000
49, 473000
50, 286000
