Run Index, Segregation Time steps (f048_s043_t00)
1, 6130000
2, 1520000
3, 7790000
4, 4060000
5, 4220000
6, 5090000
7, 6290000
8, 5620000
9, 6690000
10, 4510000
11, 9100000
12, 3260000
13, 4820000
14, 2330000
15, 7070000
16, 4320000
17, 5860000
18, 4730000
19, 2380000
20, 7480000
21, 4790000
22, 12880000
23, 5590000
24, 5510000
25, 4170000
26, 19950000
27, 19490000
28, 8480000
29, 4480000
30, 10170000
31, 3910000
32, 2690000
33, 22580000
34, 9480000
35, 5310000
36, 5750000
37, 11510000
38, 4410000
39, 12470000
40, 2320000
41, 3660000
42, 3080000
43, 6600000
44, 2330000
45, 25550000
46, 5360000
47, 13660000
48, 8370000
49, 5400000
50, 8890000
