Time Step, x CoM, y CoM, z CoM
14792000, -0.020928, 0.395370, -0.000000
14796000, 0.068189, 0.464834, 0.000002
14800000, 0.048764, 0.404842, 0.000002
14804000, -0.107726, 0.509703, -0.000001
14808000, -0.176637, 0.456246, 0.000000
14812000, -0.104618, 0.448627, 0.000001
14816000, -0.183373, 0.510731, -0.000001
14820000, -0.278501, 0.304044, -0.000001
14824000, -0.321094, 0.378506, -0.000001
14828000, -0.209706, 0.406099, -0.000001
14832000, -0.011891, 0.550032, -0.000000
14836000, -0.034961, 0.685121, 0.000000
14840000, 0.217266, 0.532075, -0.000000
14844000, 0.083618, 0.597117, -0.000000
14848000, 0.147252, 0.646658, 0.000002
14852000, 0.299398, 0.661533, 0.000000
14856000, 0.344554, 0.518061, -0.000002
14860000, 0.077015, 0.688352, -0.000001
14864000, 0.075462, 0.607268, -0.000002
14868000, 0.013012, 0.635427, 0.000001
14872000, -0.024729, 0.740720, -0.000001
14876000, -0.006907, 0.724194, -0.000002
14880000, -0.123781, 0.835387, 0.000001
14884000, -0.062873, 0.736300, -0.000001
14888000, 0.320883, 0.691528, -0.000001
14892000, 0.338959, 0.704910, -0.000001
14896000, 0.334076, 0.504214, -0.000001
14900000, 0.263142, 0.670675, -0.000002
14904000, 0.167939, 0.513920, 0.000000
14908000, 0.260572, 0.455687, 0.000000
14912000, -0.052548, 0.638768, 0.000000
14916000, 0.237986, 0.511931, -0.000001
14920000, 0.206069, 0.516033, -0.000001
14924000, 0.104432, 0.638775, -0.000001
14928000, -0.127565, 0.422044, 0.000003
14932000, -0.108567, 0.657132, 0.000001
14936000, -0.058994, 0.702808, 0.000001
14940000, 0.061411, 0.685063, -0.000001
14944000, -0.002399, 0.672868, 0.000001
14948000, -0.151126, 0.634849, -0.000000
14952000, -0.189098, 0.686207, 0.000002
14956000, -0.013642, 0.707336, 0.000001
14960000, -0.180316, 0.531777, -0.000001
14964000, -0.345195, 0.736154, -0.000001
14968000, -0.462689, 0.513089, -0.000001
14972000, -0.544834, 0.387896, -0.000000
14976000, -0.487718, 0.316030, -0.000001
14980000, -0.641042, 0.550882, 0.000000
14984000, -0.673618, 0.258232, -0.000001
14988000, -0.819139, 0.071034, 0.000000
14992000, -0.734762, 0.139218, -0.000001
14996000, -0.791227, 0.139810, -0.000002
15000000, -0.773066, 0.030354, -0.000000
15004000, -0.720266, 0.197106, 0.000000
15008000, -0.764897, 0.351527, -0.000000
15012000, -0.648223, 0.572891, -0.000000
15016000, -0.473740, 0.814497, -0.000001
15020000, -0.889597, 0.503965, 0.000000
15024000, -0.783705, 0.193922, 0.000001
15028000, -0.649304, 0.302901, 0.000002
15032000, -0.689469, 0.223756, 0.000002
15036000, -0.796640, -0.081219, -0.000000
15040000, -0.777655, 0.015622, -0.000001
15044000, -0.821734, 0.032592, 0.000002
15048000, -0.661753, -0.051655, 0.000000
15052000, -0.710067, -0.153000, -0.000001
15056000, -0.708118, -0.333476, 0.000003
15060000, -0.506997, -0.118264, 0.000001
15064000, -0.389537, -0.338352, -0.000001
15068000, -0.403571, -0.120291, -0.000000
15072000, -0.528109, -0.233974, 0.000001
15076000, -0.640937, -0.168134, 0.000001
15080000, -0.537319, -0.010733, 0.000001
15084000, -0.674528, -0.049573, -0.000000
15088000, -0.703350, -0.059289, 0.000000
15092000, -0.660103, -0.105704, 0.000000
15096000, -0.541493, -0.124214, 0.000001
15100000, -0.522040, -0.151837, 0.000001
15104000, -0.617569, -0.113053, -0.000003
15108000, -0.614183, -0.045673, -0.000001
15112000, -0.658667, -0.201110, 0.000002
15116000, -0.687363, -0.270630, -0.000001
15120000, -0.475449, -0.300441, 0.000001
15124000, -0.573958, -0.320997, 0.000001
15128000, -0.440950, -0.303680, -0.000001
15132000, -0.535338, -0.333141, -0.000001
15136000, -0.552952, -0.374384, -0.000001
15140000, -0.572560, -0.585017, 0.000001
15144000, -0.264349, -0.585404, -0.000001
15148000, -0.171065, -0.810219, -0.000000
15152000, -0.259304, -0.880089, 0.000000
15156000, -0.039012, -0.846231, 0.000000
15160000, -0.004002, -0.826512, 0.000001
15164000, 0.220402, -0.835422, -0.000000
15168000, 0.319504, -0.487413, -0.000000
15172000, 0.032883, -0.613964, 0.000000
15176000, -0.039484, -0.562136, 0.000000
15180000, 0.067361, -0.595872, 0.000001
15184000, -0.028196, -0.545100, 0.000001
15188000, -0.072912, -0.800726, -0.000001
15192000, -0.243626, -0.705127, 0.000000
15196000, -0.342468, -0.657211, 0.000002
15200000, -0.224964, -0.693848, -0.000000
15204000, -0.386529, -0.612233, 0.000002
15208000, -0.156616, -0.794657, 0.000001
15212000, -0.057392, -0.864332, -0.000001
15216000, -0.013053, -0.834267, 0.000001
15220000, 0.289226, -0.789346, -0.000000
15224000, 0.211391, -0.653208, 0.000001
15228000, 0.439603, -0.547264, -0.000002
15232000, 0.390823, -0.586821, -0.000001
15236000, 0.392076, -0.462927, 0.000002
15240000, 0.432086, -0.494350, 0.000002
15244000, 0.584953, -0.223362, 0.000001
15248000, 0.526459, -0.448401, 0.000000
15252000, 0.588965, -0.395173, 0.000001
15256000, 0.613357, -0.357467, -0.000000
15260000, 0.689051, -0.301604, -0.000000
15264000, 0.611718, -0.305668, 0.000000
15268000, 0.180742, -0.150347, -0.000002
15272000, 0.211250, -0.052565, 0.000002
15276000, 0.363861, -0.148619, -0.000002
15280000, 0.321491, -0.175061, -0.000001
15284000, 0.351767, -0.227334, -0.000002
15288000, 0.302322, -0.040885, -0.000001
15292000, 0.638147, -0.341230, -0.000001
15296000, 0.578028, -0.462843, -0.000001
15300000, 0.600029, -0.453047, -0.000002
15304000, 0.747062, -0.373274, -0.000001
15308000, 0.754025, -0.487078, -0.000001
15312000, 0.402784, -0.673291, 0.000001
15316000, 0.546358, -0.762289, -0.000001
15320000, 0.528842, -0.588399, -0.000001
15324000, 0.439190, -0.503295, 0.000000
15328000, 0.445080, -0.446801, -0.000001
15332000, 0.450632, -0.599520, -0.000001
15336000, 0.304166, -0.537030, -0.000000
15340000, 0.361745, -0.579224, -0.000001
15344000, 0.173115, -0.792725, -0.000002
15348000, 0.284113, -0.714948, -0.000001
15352000, 0.315961, -0.779818, 0.000001
15356000, 0.405261, -0.781701, -0.000001
15360000, 0.556199, -0.772987, -0.000002
15364000, 0.527645, -0.412067, 0.000002
15368000, 0.535882, -0.552168, -0.000001
15372000, 0.613584, -0.245258, -0.000002
15376000, 0.599828, -0.280975, -0.000000
15380000, 0.629973, -0.426036, -0.000000
15384000, 0.346895, -0.364273, -0.000000
15388000, 0.321361, -0.332765, -0.000000
15392000, 0.332864, -0.182409, 0.000001
15396000, 0.296947, -0.571577, -0.000001
15400000, 0.402631, -0.344624, -0.000000
15404000, 0.394792, -0.329049, -0.000002
15408000, 0.384707, -0.545409, -0.000001
15412000, 0.148499, -0.664647, 0.000003
15416000, 0.296190, -0.489102, 0.000000
15420000, 0.069471, -0.542042, -0.000001
15424000, 0.150995, -0.496337, -0.000002
15428000, 0.149700, -0.475837, -0.000001
15432000, 0.058762, -0.561861, -0.000000
15436000, 0.116943, -0.593164, 0.000000
15440000, 0.176109, -0.754784, -0.000001
15444000, 0.327022, -0.685819, 0.000001
15448000, 0.392635, -0.716002, 0.000000
15452000, 0.570081, -0.500553, -0.000001
15456000, 0.512474, -0.319504, -0.000000
15460000, 0.454910, -0.469092, 0.000003
15464000, 0.149363, -0.504713, -0.000000
15468000, 0.262785, -0.504343, -0.000001
15472000, 0.137317, -0.510762, 0.000000
15476000, 0.165242, -0.609927, -0.000000
15480000, 0.185406, -0.579455, -0.000000
15484000, 0.233380, -0.252019, -0.000002
15488000, 0.125242, -0.239458, 0.000001
15492000, -0.017181, -0.364051, -0.000000
15496000, 0.059954, -0.463567, -0.000000
15500000, 0.087615, -0.504083, 0.000000
15504000, 0.099706, -0.580882, 0.000000
15508000, 0.211982, -0.647497, -0.000001
15512000, -0.176511, -0.562013, -0.000000
15516000, -0.096695, -0.587422, 0.000000
15520000, -0.182411, -0.623559, -0.000001
15524000, -0.216873, -0.639576, 0.000000
15528000, -0.354617, -0.499015, 0.000000
15532000, -0.222664, -0.429946, -0.000002
15536000, -0.255427, -0.445860, 0.000001
15540000, -0.322973, -0.318843, -0.000000
15544000, -0.211487, -0.348672, -0.000001
15548000, -0.124256, -0.450689, 0.000002
15552000, -0.154047, -0.609174, 0.000001
15556000, -0.087328, -0.758022, 0.000002
15560000, 0.269845, -0.605779, 0.000002
15564000, 0.293054, -0.605989, 0.000001
15568000, 0.218821, -0.671897, 0.000000
15572000, 0.116170, -0.620178, -0.000002
15576000, -0.064546, -0.668289, 0.000000
15580000, -0.095796, -0.594499, -0.000002
15584000, 0.027808, -0.617707, 0.000000
15588000, -0.251383, -0.662233, 0.000001
15592000, 0.004340, -0.624020, -0.000002
15596000, 0.145014, -0.663714, 0.000001
15600000, 0.310648, -0.538320, -0.000001
15604000, 0.439764, -0.392649, 0.000001
15608000, 0.629770, -0.276607, 0.000001
15612000, 0.587873, -0.487261, 0.000000
15616000, 0.403747, -0.357912, 0.000001
15620000, 0.327190, -0.439902, -0.000001
15624000, 0.342885, -0.394757, -0.000001
15628000, 0.436870, -0.287065, 0.000000
15632000, 0.156783, -0.456119, -0.000001
15636000, -0.016056, -0.563324, 0.000002
15640000, 0.328481, -0.604591, -0.000001
15644000, 0.058962, -0.511596, 0.000001
15648000, 0.072654, -0.506479, -0.000001
15652000, 0.135664, -0.387799, 0.000001
15656000, -0.056119, -0.496561, 0.000002
15660000, 0.052463, -0.456101, -0.000002
15664000, 0.072170, -0.609153, 0.000001
15668000, 0.112368, -0.597638, 0.000000
15672000, 0.345464, -0.272073, 0.000002
15676000, 0.360898, -0.358135, 0.000001
15680000, 0.382206, -0.238048, -0.000001
15684000, 0.287891, -0.464256, -0.000000
15688000, 0.162703, -0.447162, -0.000000
15692000, 0.284995, -0.473184, -0.000002
15696000, 0.368151, -0.454317, -0.000000
15700000, 0.539481, -0.324058, 0.000000
15704000, 0.329034, -0.387666, 0.000001
15708000, 0.323129, -0.163776, 0.000001
15712000, 0.307275, -0.258830, 0.000001
15716000, 0.499117, -0.458092, -0.000001
15720000, 0.327000, -0.294055, -0.000001
15724000, 0.401871, -0.251557, -0.000001
15728000, 0.513202, -0.275456, -0.000001
15732000, 0.644704, -0.137453, 0.000003
15736000, 0.490486, -0.173912, -0.000001
15740000, 0.391407, -0.424925, 0.000001
15744000, 0.412459, -0.488378, 0.000003
15748000, 0.282410, -0.429863, -0.000001
15752000, 0.376357, -0.510219, 0.000002
15756000, 0.320571, -0.290282, -0.000000
15760000, 0.341767, -0.291813, 0.000000
15764000, 0.437082, -0.374607, -0.000002
15768000, 0.438807, -0.473038, -0.000003
15772000, 0.291888, -0.451373, 0.000000
15776000, 0.316094, -0.297198, -0.000000
15780000, 0.439616, -0.059245, -0.000001
15784000, 0.493469, -0.005755, -0.000002
15788000, 0.431440, -0.171769, 0.000002
15792000, 0.511352, -0.048449, -0.000001
15796000, 0.446878, -0.020455, 0.000001
15800000, 0.466447, -0.035035, 0.000000
15804000, 0.472886, -0.038203, -0.000001
15808000, 0.391251, -0.034451, 0.000000
15812000, 0.490829, -0.193734, 0.000001
15816000, 0.312592, 0.116209, 0.000000
15820000, 0.237089, 0.131707, 0.000000
15824000, 0.174941, 0.329612, 0.000001
15828000, 0.230892, 0.378183, 0.000000
15832000, 0.367253, 0.311979, -0.000003
15836000, 0.333551, 0.278228, -0.000003
15840000, 0.420044, 0.298470, 0.000001
15844000, 0.587671, 0.372026, -0.000000
15848000, 0.656907, 0.219494, -0.000000
15852000, 0.678614, 0.306501, -0.000001
15856000, 0.785615, 0.207498, -0.000001
15860000, 0.713529, 0.240407, -0.000000
15864000, 0.861985, 0.161728, 0.000001
15868000, 0.586598, 0.197283, -0.000001
15872000, 0.573901, 0.166468, -0.000001
15876000, 0.639705, 0.186459, -0.000000
15880000, 0.480776, 0.326309, 0.000000
15884000, 0.282855, 0.677180, -0.000002
15888000, 0.356955, 0.518948, 0.000000
15892000, 0.224774, 0.606533, 0.000001
15896000, 0.144020, 0.722394, 0.000000
15900000, 0.072323, 0.671263, -0.000002
15904000, 0.030724, 0.656342, -0.000001
15908000, -0.133723, 0.721644, 0.000001
15912000, -0.161439, 0.661114, 0.000001
15916000, -0.120229, 0.604401, 0.000001
15920000, -0.004805, 0.519797, 0.000000
15924000, 0.129329, 0.611423, -0.000001
15928000, 0.036175, 0.667127, 0.000001
15932000, 0.148667, 0.707087, 0.000001
15936000, 0.090107, 0.565472, -0.000001
15940000, 0.112973, 0.655343, 0.000002
15944000, 0.142759, 0.536948, -0.000000
15948000, 0.472184, 0.473857, 0.000001
15952000, 0.716058, 0.269963, 0.000001
15956000, 0.437876, 0.195243, -0.000000
15960000, 0.622220, -0.025097, 0.000000
15964000, 0.308844, 0.086512, -0.000001
15968000, 0.523097, -0.040288, 0.000000
15972000, 0.556846, 0.245332, 0.000000
15976000, 0.512905, 0.275443, 0.000001
15980000, 0.475084, 0.464104, 0.000000
15984000, 0.419484, 0.409533, 0.000000
15988000, 0.494108, 0.571696, -0.000000
15992000, 0.568133, 0.454665, -0.000002
15996000, 0.578213, 0.415189, -0.000001
16000000, 0.672226, 0.176534, -0.000001
16004000, 0.640306, 0.298664, -0.000002
16008000, 0.762097, 0.126920, 0.000001
16012000, 0.567861, 0.259062, 0.000001
16016000, 0.579602, 0.249418, -0.000000
16020000, 0.399101, 0.113701, -0.000001
16024000, 0.271576, 0.167608, 0.000002
16028000, 0.553705, 0.294226, -0.000001
16032000, 0.566385, 0.192899, 0.000000
16036000, 0.327734, 0.327069, 0.000001
16040000, 0.159802, 0.312776, 0.000000
16044000, 0.394713, 0.263897, -0.000001
16048000, 0.232412, 0.278441, 0.000001
16052000, 0.250847, 0.192912, 0.000002
16056000, 0.265986, 0.328611, 0.000000
16060000, 0.185384, 0.198761, -0.000001
16064000, 0.373588, 0.335960, 0.000001
16068000, 0.198783, 0.205286, 0.000002
16072000, 0.217846, 0.148270, -0.000001
16076000, 0.028556, 0.191677, -0.000002
16080000, 0.184276, 0.227856, 0.000000
16084000, 0.109509, 0.537823, -0.000001
16088000, -0.045798, 0.557546, 0.000000
16092000, -0.109443, 0.504314, -0.000001
16096000, -0.155393, 0.510617, -0.000001
16100000, 0.034439, 0.656600, 0.000001
16104000, -0.108329, 0.620947, 0.000001
16108000, 0.139294, 0.609139, -0.000000
16112000, -0.064864, 0.804914, -0.000002
16116000, -0.067984, 0.739799, 0.000002
16120000, -0.064606, 0.614554, -0.000000
16124000, -0.213925, 0.787074, 0.000001
16128000, -0.395437, 0.785965, -0.000001
16132000, -0.370691, 0.745047, -0.000001
16136000, -0.525637, 0.459371, 0.000001
16140000, -0.636408, 0.414186, -0.000001
16144000, -0.623274, 0.231015, 0.000000
16148000, -0.677447, 0.226395, 0.000002
16152000, -0.436146, -0.096158, 0.000001
16156000, -0.139212, 0.136521, 0.000000
16160000, -0.477013, 0.015838, -0.000000
16164000, -0.406428, -0.055919, 0.000001
16168000, -0.541427, -0.019050, 0.000000
16172000, -0.663821, -0.168909, -0.000002
16176000, -0.755059, -0.099108, -0.000001
16180000, -0.564745, -0.046255, -0.000001
16184000, -0.458160, 0.229333, -0.000000
16188000, -0.563525, 0.060873, 0.000000
16192000, -0.501452, 0.149202, -0.000001
16196000, -0.396019, -0.022000, 0.000001
16200000, -0.358191, 0.056119, 0.000000
16204000, -0.433916, 0.023334, 0.000001
16208000, -0.505393, 0.042682, 0.000000
16212000, -0.544245, 0.002123, -0.000001
16216000, -0.562214, 0.073216, 0.000000
16220000, -0.401718, 0.114727, -0.000001
16224000, -0.564428, 0.120500, -0.000001
16228000, -0.484615, 0.058154, -0.000001
16232000, -0.572729, -0.048767, 0.000001
16236000, -0.517169, -0.207206, 0.000001
16240000, -0.673440, -0.141587, 0.000001
16244000, -0.544778, -0.036606, 0.000001
16248000, -0.552682, -0.144353, -0.000000
16252000, -0.517963, -0.194937, -0.000001
16256000, -0.499503, -0.092996, 0.000001
16260000, -0.586664, 0.053894, -0.000004
16264000, -0.579490, -0.134157, -0.000000
16268000, -0.472057, -0.098350, 0.000001
16272000, -0.626618, -0.080623, 0.000001
16276000, -0.566243, 0.033566, 0.000003
16280000, -0.637412, 0.241504, 0.000000
16284000, -0.565813, 0.244481, -0.000001
