Run Index, Segregation Time steps (f045_s040_t00)
1, 1103000
2, 689000
3, 1527000
4, 2810000
5, 921000
6, 2011000
7, 1601000
8, 1248000
9, 1207000
10, 464000
11, 1418000
12, 1996000
13, 1453000
14, 927000
15, 864000
16, 1450000
17, 1742000
18, 1619000
19, 485000
20, 2158000
21, 740000
22, 659000
23, 514000
24, 738000
25, 491000
26, 548000
27, 971000
28, 919000
29, 497000
30, 880000
31, 1556000
32, 546000
33, 449000
34, 1748000
35, 1910000
36, 1360000
37, 862000
38, 3279000
39, 1430000
40, 1505000
41, 1458000
42, 1519000
43, 1598000
44, 700000
45, 424000
46, 856000
47, 869000
48, 684000
49, 4200000
50, 865000
