Run Index, Segregation Time steps (f045_s040_t00)
1, 369000
2, 271000
3, 280000
4, 179000
5, 304000
6, 310000
7, 247000
8, 320000
9, 579000
10, 485000
11, 307000
12, 326000
13, 173000
14, 296000
15, 257000
16, 543000
17, 355000
18, 156000
19, 649000
20, 433000
21, 247000
22, 313000
23, 327000
24, 869000
25, 572000
26, 185000
27, 853000
28, 285000
29, 264000
30, 214000
31, 390000
32, 410000
33, 296000
34, 211000
35, 582000
36, 403000
37, 263000
38, 290000
39, 395000
40, 233000
41, 235000
42, 351000
43, 298000
44, 323000
45, 939000
46, 418000
47, 703000
48, 405000
49, 404000
50, 290000
