Run Index, Segregation Time steps (f048_s043_t00)
1, 230000
2, 256000
3, 240000
4, 308000
5, 411000
6, 274000
7, 600000
8, 712000
9, 218000
10, 219000
11, 140000
12, 246000
13, 161000
14, 266000
15, 1117000
16, 185000
17, 253000
18, 283000
19, 285000
20, 329000
21, 253000
22, 317000
23, 254000
24, 336000
25, 266000
26, 186000
27, 292000
28, 286000
29, 309000
30, 307000
31, 218000
32, 201000
33, 204000
34, 359000
35, 275000
36, 296000
37, 553000
38, 389000
39, 351000
40, 395000
41, 289000
42, 295000
43, 218000
44, 281000
45, 201000
46, 192000
47, 174000
48, 356000
49, 355000
50, 536000
