Run Index, Segregation Time steps (f048_s043_t00)
1, 6160000
2, 5870000
3, 3140000
4, 7860000
5, 4320000
6, 3460000
7, 3030000
8, 4000000
9, 9270000
10, 2940000
11, 15630000
12, 2620000
13, 4350000
14, 4090000
15, 2600000
16, 5180000
17, 5890000
18, 7090000
19, 7450000
20, 5700000
21, 10850000
22, 14100000
23, 3140000
24, 5190000
25, 5680000
26, 7280000
27, 5780000
28, 4180000
29, 2060000
30, 6400000
31, 9400000
32, 7940000
33, 4080000
34, 3860000
35, 5760000
36, 6000000
37, 4470000
38, 15050000
39, 4740000
40, 13440000
41, 4490000
42, 5430000
43, 8940000
44, 4690000
45, 8680000
46, 8460000
47, 12170000
48, 2700000
49, 2810000
50, 1940000
